market,slug,clobID,closingDate,outcome,probability7d,probability6d,probability5d,probability4d,probability3d,probability2d,probability1d,volume
Will Kamala Harris attend presidential inauguration?,will-kamala-harris-attend-presidential-inauguration,90581014874813259969835686699255755392933243278819654057040750602584456248918,2025-01-20T12:00:00Z,True,0.986,0.9835,0.985,0.9815,0.9855,0.957,0.982,233327.545588
Will Joe Rogan attend presidential inauguration?,will-joe-rogan-attend-presidential-inauguration,112827697636530191215434207290418747895673734098220789882689270289455199481666,2025-01-20T12:00:00Z,False,0.665,0.665,0.635,0.555,0.55,0.71,0.655,274505.421355
Will someone else be inaugurated?,will-someone-else-be-inaugurated,55223339147513557002753346210723654663683660449692044699329423663012565950662,2025-01-20T12:00:00Z,True,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.993,28689878.975383
Will Michelle Obama attend presidential inauguration?,will-michelle-obama-attend-presidential-inauguration,23508795041288497485708766910240259176589847130653176258899603474552265230024,2025-01-20T12:00:00Z,False,0.715,0.695,0.9815,0.981,0.9825,0.98,0.9845,291427.666297
Elon Musk citizenship revoked before inauguration?,elon-musk-citizenship-revoked-before-inauguration,49406880104159719567598977664858788894324344584102776589866707984958506009119,2025-01-20T12:00:00Z,True,0.9965,0.9965,0.9975,0.9965,0.996,0.9965,0.9895,296053.822672
Will Biden pardon Jim Biden?,will-biden-pardon-jim-biden,47698363560787754769474567076943001093004172885248881156206200137464543831827,2025-01-20T12:00:00Z,False,0.71,0.71,0.785,0.755,0.725,0.7,0.5800000000000001,3115190.047687
Trump positive favorability on inauguration day?,donald-trump-positive-favorability-on-inauguration-day,80569437326045922051708705334680743213654657184467121223927418932659272262265,2025-01-20T12:00:00Z,False,0.555,0.545,0.57,0.905,0.84,0.885,0.89,327610.198338
Tesla bot at Trump inauguration?,tesla-bot-at-trump-inauguration,36606640936468741959584065392357809065103223841871119963379749412085148654921,2025-01-20T12:00:00Z,True,0.9525,0.9565,0.971,0.944,0.9005,0.9575,0.947,346117.715423
Mike Johnson out as Speaker before inauguration?,mike-johnson-out-as-speaker-before-inauguration,41291556991019581864755025609463279814295434460789485615750589882002017969916,2025-01-20T12:00:00Z,True,0.9895,0.99,0.993,0.9905,0.9925,0.9915,0.9915,359756.47894
Will Benjamin Netanyahu attend presidential inauguration?,will-benjamin-netanyahu-attend-presidential-inauguration,92202496577879634599006853555037078862974777174592833759771193756389427430268,2025-01-20T12:00:00Z,True,0.886,0.8985,0.8614999999999999,0.927,0.9525,0.9645,0.963,363574.215685
Trump deportation executive order on Day 1?,trump-deportation-executive-order-on-day-1,80476067138899560418417084792054367468994882478236691042930906949848930173218,2025-01-20T12:00:00Z,True,0.835,0.85,0.88,0.875,0.775,0.82,0.86,380490.836068
Another Trump Cabinet nominee withdrawn before inauguration?,will-another-trump-cabinet-nominee-be-withdrawn-before-the-inauguration,98481717570284462670980663203612526812870415423218545036045857361548537265243,2025-01-20T12:00:00Z,True,0.9875,0.9825,0.9,0.9605,0.979,0.9825,0.9835,381253.28092
Will Trump inauguration be the most viewed ever?,trump-inauguration-most-watched-ever,13476082293664499840816058955241636388686960357196252487963485483788274249340,2025-01-20T12:00:00Z,True,0.963,0.9665,0.9575,0.9505,0.9455,0.9325,0.935,392558.972184
Will Donald Trump be inaugurated?,will-donald-trump-be-inaugurated,45714870634090908403813747458214625542376052548606303175331201110938821302832,2025-01-20T12:00:00Z,True,0.9935,0.9935,0.9935,0.9935,0.9945,0.992,0.9915,400409526.886835
Will Biden issue more pardons than Trump?,will-biden-issue-more-pardons-than-trump,71495561421471879762624201420340585845357086537846498422048303725781795992944,2025-01-20T12:00:00Z,False,0.555,0.565,0.5900000000000001,0.63,0.5900000000000001,0.72,0.7150000000000001,477911.198087
Will Volodymyr Zelensky attend presidential inauguration?,will-volodymyr-zelensky-attend-presidential-inauguration,60303186954961802623269343212018591623672774335216952817720587495830535378957,2025-01-20T12:00:00Z,True,0.87,0.87,0.946,0.948,0.957,0.9745,0.976,479826.417805
Will Caitlyn Jenner attend presidential inauguration?,will-caitlyn-jenner-attend-presidential-inauguration,44907691973261949912399406792131423491321026500133987019804819591577905910704,2025-01-20T12:00:00Z,True,0.575,0.78,0.69,0.745,0.935,0.515,0.905,495365.539858
Will Biden pardon Julian Assange?,will-biden-pardon-julian-assange,76900680304364633468088022362412910812455466069133340419901574474223983438994,2025-01-20T12:00:00Z,True,0.98,0.983,0.9835,0.984,0.98,0.9805,0.9715,510391.245167
Will Biden pardon Trump?,will-biden-pardon-trump,30129433382671659617443775893233310525995405130386793481517058306210847037287,2025-01-20T12:00:00Z,True,0.9795,0.9795,0.978,0.9805,0.965,0.979,0.9745,6028443.253136
Will Elon be worth $500b by Trump inauguration?,will-elon-be-worth-500b-by-trump-inauguration,103444815669113769596142561160785968605027920012871796980933656152444850758127,2025-01-20T12:00:00Z,True,0.9865,0.9865,0.988,0.971,0.987,0.9875,0.988,617718.674763
Will Biden finish his term?,will-biden-complete-his-term-as-president,76018684495672907293972579038657312280524447899213220717960084627380959769440,2025-01-20T12:00:00Z,True,0.9905,0.9925,0.993,0.9935,0.9935,0.9925,0.992,64552171.3431552
Trump inauguration gets more viewers than Biden's?,will-more-people-watch-trump-inauguration-than-bidens,35696629382059627518927253985939994882819179581784395727822034133228656031404,2025-01-20T12:00:00Z,True,0.74,0.76,0.645,0.7,0.665,0.52,0.57,776596.40257
Will Joe Biden attend presidential inauguration?,will-joe-biden-attend-presidential-inauguration,42271189165389685729539302295114906293094007671723614436449550039515346151636,2025-01-20T12:00:00Z,True,0.9865,0.9895,0.9915,0.986,0.99,0.984,0.993,780831.532827
Will Vladimir Putin attend presidential inauguration?,will-vladimir-putin-attend-presidential-inauguration,7441290036091104623515116509016847760518470899213096022409079253279286673053,2025-01-20T12:00:00Z,True,0.9965,0.997,0.9965,0.9965,0.996,0.9975,0.9985,802149.857007
Will Biden pardon Hillary?,will-biden-pardon-hillary,66812141875809414235940512278522288370199790684192242389082173617737821940463,2025-01-20T12:00:00Z,True,0.9425,0.9465,0.9615,0.9335,0.928,0.9505,0.925,812585.337411
Will Biden pardon Diddy?,will-biden-pardon-diddy,38481081506534465242151747458075270416978891997063779550335221973361274783192,2025-01-20T12:00:00Z,True,0.9955,0.9965,0.997,0.9955,0.9945,0.995,0.9965,819434.542274
Will Biden pardon SBF?,will-biden-pardon-sbf-this-term,81992957680273202274683570085455176988374834002875491685282713603860362406617,2025-01-20T12:00:00Z,True,0.9675,0.9675,0.9705,0.9665,0.963,0.96,0.96,8209070.796648
Will 'The Substance' be nominated for Oscar for Best Picture?,will-the-substance-be-nominated-for-oscar-for-best-picture,90992535272147567931508137629092419903145779789552007385817623243259081817819,2025-01-23T12:00:00Z,True,0.83,0.89,0.865,0.865,0.85,0.845,0.895,153679.547026
Will Anna Kanopatskaya win the 2025 Belarus Presidential Election?,will-anna-kanopatskaya-win-the-2025-belarus-presidential-election,108122634923241668516711511246053972526874167457489915093961346701873199975063,2025-01-26T12:00:00Z,True,0.9975,0.9975,0.9975,0.9995,0.999,0.9995,0.9995,1007836.300915
Will Alexander Zverev win the Australian Open?,will-alexander-zverev-win-the-australian-open,10167708274569573606799598528455550566258100457997583813366039030227614719885,2025-01-26T12:00:00Z,True,0.9299999999999999,0.89,0.945,0.835,0.87,0.88,0.72,142641.897126
Will Alexander Lukashenko win the 2025 Belarus Presidential Election? ,will-alexander-lukashenko-win-the-2025-belarus-presidential-election,77161408469924498032188316558836134143879533382152821585535583030327472667551,2025-01-26T12:00:00Z,True,0.975,0.9765,0.9875,0.9935,0.995,0.9965,0.9965,2534304.878866
Will Jannik Sinner win the Australian Open?,will-jannik-sinner-win-the-australian-open,29610397271688369066894328850003104397480239992926756406057091319035788146989,2025-01-26T12:00:00Z,False,0.565,0.54,0.56,0.51,0.63,0.645,0.725,261165.364317
Will Olga Sustanova win the 2025 Belarus Presidential Election?,will-olga-sustanova-win-the-2025-belarus-presidential-election,37537280325950690819269859805927961182881487348653749690833843972622330246499,2025-01-26T12:00:00Z,True,0.9965,0.9965,0.9975,0.9995,0.9995,0.9995,0.9995,703793.135599
Will Alexander Khabnyak win the 2025 Belarus Presidential Election?,will-alexander-khabnyak-win-the-2025-belarus-presidential-election,9800923767836333071483220382832770406007311045216490934488300164748531475533,2025-01-26T12:00:00Z,True,0.9965,0.9965,0.9975,0.9995,0.9995,0.9995,0.9995,786607.829179
Will Oleg Gaidukevich win the 2025 Belarus Presidential Election? ,will-oleg-gaidukevich-win-the-2025-belarus-presidential-election,7223306686786819671498494478894031352140370916008869417210593183857486278316,2025-01-26T12:00:00Z,True,0.9965,0.9975,0.9985,0.9995,0.9995,0.9985,0.9995,800209.342037
Will Sergei Bobrikov win the 2025 Belarus Presidential Election?,will-sergei-bobrikov-win-the-2025-belarus-presidential-election,87951043031036429502881485275000913177083155865164897795632345316178525693679,2025-01-26T12:00:00Z,True,0.9955,0.9955,0.9965,0.9995,0.9995,0.999,0.9995,811403.376357
Will Sergei Syrankov win the 2025 Belarus Presidential Election?,will-sergei-syrankov-win-the-2025-belarus-presidential-election,34285564950300908308565131698591168354637428937450029443205459028293568661650,2025-01-26T12:00:00Z,True,0.9965,0.9965,0.9965,0.9995,0.9995,0.9995,0.9985,826722.361629
Will Donald Trump issue 25-49 executive orders in his first week?,will-donald-trump-issue-25-49-executive-orders-in-his-first-week,110336903801196601871827461234305774968226130294992018542539846274875732650785,2025-01-27T12:00:00Z,False,0.925,0.925,0.715,0.86,0.955,0.9665,0.987,105362.413993
Will Donald Trump issue 100 or more executive orders in his first week?,will-donald-trump-issue-100-or-more-executive-orders-in-his-first-week,93860523867642391262492838801242449323281293383096402470810116672987489549192,2025-01-27T12:00:00Z,False,0.61,0.51,0.9725,0.987,0.9955,0.9985,0.9985,176372.918038
"Will Powell say ""good afternoon"" during January press conference?",will-powell-say-good-afternoon-during-january-press-conference,45643612086160861868082916326915575984137670457736713264602791388389831335112,2025-01-29T12:00:00Z,True,0.967,0.9725,0.977,0.9715,0.971,0.973,0.9695,128032.196711
"Will Powell say ""Trump"" during January press conference?",will-powell-say-trump-during-january-press-conference,8277254733704307949589610507497874800514315525081458425413698693180649926405,2025-01-29T12:00:00Z,True,0.61,0.63,0.655,0.64,0.685,0.665,0.62,145673.868627
No change in Fed interest rates after January 2025 meeting?,no-change-in-fed-interest-rates-after-january-2025-meeting,71366065379283985882048015988468347304730977557386250301113872372802573107404,2025-01-29T12:00:00Z,True,0.9775,0.988,0.9885,0.9875,0.9825,0.979,0.9795,21033386.279391
Fed decreases interest rates by 25 bps after January 2025 meeting?,fed-decreases-interest-rates-by-25-bps-after-january-2025-meeting,74385256365261740991943052404976663449426970722774337626179714294936780155816,2025-01-29T12:00:00Z,True,0.982,0.991,0.9895,0.989,0.985,0.9805,0.981,21247359.999879
Fed decreases interest rates by 50 bps after January 2025 meeting?,fed-decreases-interest-rates-by-50-bps-after-january-2025-meeting,70018807773238020915361161897719073078804647330583488591369599275024873820020,2025-01-29T12:00:00Z,True,0.9975,0.9995,0.9985,0.9985,0.9985,0.9985,0.9985,42815445.766141
Fed decreases interest rates by 75+ bps after January 2025 meeting?,fed-decreases-interest-rates-by-75-bps-after-january-2025-meeting,62581913645348789773642673351236526494908268639101055154490962144556865258375,2025-01-29T12:00:00Z,True,0.9985,0.9985,0.9995,0.9995,0.9985,0.9995,0.9995,48840781.093981
Fed increases interest rates by 25+ bps after January 2025 meeting?,fed-increases-interest-rates-by-25-bps-after-january-2025-meeting,21716925607100566759590441552275430953978834416391952294923382480845557169897,2025-01-29T12:00:00Z,True,0.9975,0.9985,0.9985,0.9985,0.9985,0.9985,0.9985,56978076.059909
Will ECB lower interest rates by 25bps in January 2025?,will-ecb-lower-interest-rates-by-25bps-in-january-2025,71398865176134865839301783772758077082225339502112658346876982216615992020910,2025-01-30T12:00:00Z,True,0.947,0.959,0.9675,0.9695,0.9635,0.9615,0.9615,183022.046434
Will ECB lower interest rates by 50bps in January 2025?,will-ecb-lower-interest-rates-by-50bps-in-january-2025,36695326811897860849744919981693368774129604723750028038658984019795625658581,2025-01-30T12:00:00Z,True,0.9885,0.9945,0.9935,0.994,0.9915,0.9945,0.9975,187240.369872
Will ECB make no change in interest rates in January 2025?,will-ecb-make-no-change-in-interest-rates-in-january-2025,74749068840888327717991976770194055153134400979370645366060122519155188822502,2025-01-30T12:00:00Z,True,0.9605,0.968,0.9745,0.9745,0.9725,0.967,0.968,213761.286082
Will ECB raise interest rates in January 2025?,will-ecb-raise-interest-rates-in-january-2025,110175512515649021929236073172568292584650292638089390879308854760449112220092,2025-01-30T12:00:00Z,True,0.9955,0.9975,0.998,0.998,0.9975,0.9985,0.9985,285496.819528
Will ECB lower interest rates by more than 50bps in January 2025?,will-ecb-lower-interest-rates-by-more-than-50bps-in-january-2025,69686178077595205040352564233064841440696175893280403373901554079332766663204,2025-01-30T12:00:00Z,True,0.9985,0.998,0.9985,0.9985,0.9985,0.9985,0.9985,428317.098962
Will Erdogan visit Syria by January?,will-erdogan-visit-syria-by-january,106148839285418986104418844045317480718327269882770784267355249099184702115702,2025-01-31T12:00:00Z,True,0.982,0.982,0.982,0.9855,0.9865,0.989,0.9935,106337.850701
Will Kostas Kyriakou be next Greek President?,will-kostas-kyriakou-be-next-greek-president,113554482623285977235610696136608491655559090487188562984500791461125626597393,2025-01-31T12:00:00Z,True,0.998,0.9995,0.9995,0.9995,0.9985,0.999,0.9995,120307.093009
Will Kostas Tasoulas be next Greek President?,will-person-b-be-next-greek-president,10245128841803336269954235327770828201982029110306962515463140395121019259755,2025-01-31T12:00:00Z,True,0.9825,0.9835,0.984,0.9905,0.993,0.9935,0.9955,126658.664688
Israel withdraws from Lebanon before February?,israel-withdraws-from-lebanon-before-february,20502158097698537418979854276942657465503320712893195937111392049491911976557,2025-01-31T12:00:00Z,True,0.965,0.9725,0.9845,0.982,0.992,0.995,0.9965,135253.723222
Ten or more Trump Cabinet confirmations in January? ,ten-or-more-trump-cabinet-confirmations-in-january,29550096941484299743318793982083475005232062946803270619661592289688163172636,2025-01-31T12:00:00Z,True,0.955,0.9319999999999999,0.9135,0.902,0.706,0.8915,0.897,148584.724528
TikTok on App Store again before February?,tiktok-on-app-store-again-before-february,83333190936423155865276339423782339923722291190559357073831502341835584469377,2025-01-31T12:00:00Z,True,0.91,0.945,0.9885,0.9925,0.984,0.9915,0.994,151701.424254
Will Syria hold national elections by January 31?,will-syria-hold-national-elections-by-january-31,113637994742995954850119804779057122195765067128462686449286260535709449533143,2025-01-31T12:00:00Z,True,0.9995,0.998,0.9995,0.9995,0.999,0.999,0.999,171113.335599
Human to human bird flu transmission before February?,human-to-human-bird-flu-transmission-before-february,15569393218240528284273293088626217355677040433284997250984502536609387315110,2025-01-31T12:00:00Z,True,0.987,0.9885,0.9855,0.988,0.9885,0.9935,0.9945,196324.9425
Will OpenAI have the top AI model on January 31?,will-openai-have-the-top-ai-model-on-january-31,65471587546724543056338939327972498262157733844075209953622054631821161242956,2025-01-31T12:00:00Z,True,0.9845,0.9895,0.985,0.98,0.9785,0.987,0.9955,200414.933839
100+ Bird Flu cases in U.S. before February?,100-bird-flu-cases-in-us-before-february,70465349877685189282009556037013663734668798219652697577134779839070528297250,2025-01-31T12:00:00Z,True,0.9945,0.993,0.993,0.989,0.9935,0.9935,0.996,210460.405897
Megaquake in January?,megaquake-in-january,97289889511893592337518322719377385985134803683926334938435561961592943943205,2025-01-31T12:00:00Z,True,0.9785,0.98,0.979,0.979,0.9855,0.988,0.994,212094.930692
"Will Siqi Chen refund >$500,000 in $ZERO losses?",will-siqi-chen-refund-500000-in-zero-losses,69968295554258556519543270325972254435278996288768938766182383497937777852574,2025-01-31T12:00:00Z,True,0.9915,0.994,0.9935,0.993,0.994,0.9965,0.9975,216144.455838
Will Anthropic have the top AI model on January 31?,will-anthropic-have-the-top-ai-model-on-january-31,58263894315159770166767347695068752596608351474535325487888716524812298182060,2025-01-31T12:00:00Z,True,0.9985,0.9985,0.9975,0.998,0.999,0.9995,0.9995,219329.842227
Was the Cybertruck bombing a lone wolf attack?,was-the-cybertruck-bombing-a-lone-wolf-attack,91861705257309979328542564978724470929669202370052126250505672463472991666090,2025-01-31T12:00:00Z,True,0.9925,0.9935,0.993,0.9805,0.992,0.995,0.995,224103.056502
Will all LA wildfires be fully contained before February?,will-all-la-wildfires-be-fully-contained-before-february,8613135469786291922716865892115008709567379748828084000042835173948202989576,2025-01-31T12:00:00Z,False,0.7,0.6799999999999999,0.555,0.695,0.52,0.64,0.86,234988.826717
Will xAI have the top AI model on January 31?,will-xai-have-the-top-ai-model-on-january-31,94064629939084561129056013895599077581628169794375380527186111007270533704838,2025-01-31T12:00:00Z,True,0.998,0.9975,0.995,0.9985,0.991,0.9995,0.9995,293813.696448
Jonathan Anderson joins Dior creative director before February?,jonathan-anderson-joins-dior-creative-director-before-february,99618251790165116879643273123194748273957584659240256842173055897826656686032,2025-01-31T12:00:00Z,True,0.675,0.7050000000000001,0.955,0.9735,0.9815,0.976,0.969,302605.376954
Trump nominates Elon Musk to Cabinet?,trump-wins-and-appoints-elon-musk-to-cabinet,1209462020816667852119161941307964607707270453106532235840472961298289493718,2025-01-31T12:00:00Z,True,0.9895,0.9895,0.988,0.9895,0.989,0.9905,0.9935,3034048.738935
Will USD0++ stabilize again before February?,will-usd0-stabilize-again-before-february,28336615241990305257332309974726694749519154269298118206706464593901749287535,2025-01-31T12:00:00Z,True,0.9825,0.9865,0.9855,0.9925,0.9915,0.995,0.996,307696.669594
Will Google have the top AI model on January 31?,will-google-have-the-top-ai-model-on-january-31,109507247244329598978126228256608987198987086353124956029522746427338746604896,2025-01-31T12:00:00Z,True,0.9755,0.9525,0.9365,0.938,0.9645,0.981,0.9885,314509.280926
Will another model be the top AI model on January 31?,will-another-model-be-the-top-ai-model-on-january-31,53207180892790232786878387973345339986803016188856268928769517716697683270554,2025-01-31T12:00:00Z,True,0.9905,0.965,0.956,0.9585,0.9925,0.9935,0.992,318903.84157
Will Adrian Dittman prove he's not Elon Musk?,will-adrian-dittman-prove-hes-not-elon-musk,93283645355199954197148659080971234758936472021425000728844086082624942938031,2025-01-31T12:00:00Z,True,0.9905,0.9915,0.9915,0.991,0.9925,0.994,0.989,322697.375754
2025 January hottest on record?,2025-january-hottest-on-record,38326208120354176939331560672415299492699043516140091314736533032317239149717,2025-01-31T12:00:00Z,True,0.9625,0.9665,0.9675,0.9745,0.9775,0.982,0.9805,3493430.19058
Hyperliquid exploit before February?,hyperliquid-exploit-before-february,36454994067104898497860196284998395905181133229375248604311841623430846856696,2025-01-31T12:00:00Z,True,0.9925,0.9925,0.994,0.993,0.992,0.9965,0.997,743794.584657
Will Meta have the top AI model on January 31?,will-meta-have-the-top-ai-model-on-january-31,104424191825372984422425952508326559235980378053811149633021206151670005539905,2025-01-31T12:00:00Z,True,0.9985,0.9985,0.9995,0.9995,0.9995,0.9995,0.9995,921340.88392
Will $Trump FDV be $30-35b on Feb 1?,will-trump-fdv-be-30-35b-on-feb-1,25767797156962138794429334754723277676723652354227748625645930649237547103684,2025-02-01T12:00:00Z,True,0.8075,0.8755,0.865,0.9085,0.831,0.8195,0.9455,117171.521056
Will $Trump FDV be $10-15b on Feb 1?,will-trump-fdv-be-10-15b-on-feb-1,51474157326358266924829057297184309794693057899707002165245005460932893996535,2025-02-01T12:00:00Z,True,0.9615,0.915,0.9265,0.9585,0.989,0.993,0.9985,122308.012529
Will $Trump FDV be $20-25b on Feb 1?,will-trump-fdv-be-20-25b-on-feb-1,55827755935809210350198692636860435428611038480929117491813976897374828868173,2025-02-01T12:00:00Z,False,0.81,0.755,0.755,0.7,0.77,0.775,0.6699999999999999,128064.308329
Will $Trump FDV be $5-10b on Feb 1?,will-trump-fdv-be-5-10b-on-feb-1,5587205920646597805236599758769541902362228887159071291616058444464019999124,2025-02-01T12:00:00Z,True,0.9605,0.935,0.974,0.9825,0.995,0.9945,0.9975,133130.620932
Will $Trump FDV be $25-30b on Feb 1?,will-trump-fdv-be-25-30b-on-feb-1,31033607478559043051408807033610084237722440519730618777251467238217408638234,2025-02-01T12:00:00Z,True,0.7605,0.8045,0.7070000000000001,0.767,0.626,0.5055,0.529,156134.026345
Will $Trump FDV be $50b or more on Feb 1?,will-trump-fdv-be-50b-or-more-on-feb-1,62106828930869655790695587711025332299131605207326666121114774631227996567317,2025-02-01T12:00:00Z,True,0.9745,0.9565,0.995,0.996,0.9885,0.9955,0.9985,216761.321737
Will $Trump FDV be $15-20b on Feb 1?,will-trump-fdv-be-15-20b-on-feb-1,106193146579701396389418631849482273982175678231178826408662032077568633139676,2025-02-01T12:00:00Z,True,0.8855,0.8069999999999999,0.81,0.772,0.921,0.969,0.9745,298743.193953
Will $Trump FDV be less than $5b on Feb 1?,will-trump-fdv-be-less-than-5b-on-feb-1,7541049353268036394421323155770783804109331650984006620711134789502440923116,2025-02-01T12:00:00Z,True,0.985,0.984,0.9955,0.995,0.996,0.9975,0.9995,304701.552511
Will 'Not Like Us' win Record of the Year?,will-not-like-us-win-record-of-the-year,73283331523594522672191106705980040050263536177430228365455628924681761284193,2025-02-02T12:00:00Z,False,0.899,0.91,0.91,0.874,0.8625,0.905,0.779,106163.533044
Will 'BRAT' win Album of the Year?,will-brat-win-album-of-the-year,46063946934991040973810053884383492846473549731720317876278484401859721038455,2025-02-02T12:00:00Z,True,0.795,0.785,0.795,0.86,0.865,0.855,0.86,114409.45803
